x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,label
0.6327046751976013,0.725642204284668,4.4509704366646485e-07,0.5723333954811096,0.7115858793258667,-0.0355888046324253,0.5179488658905029,0.6790586113929749,-0.0652989745140075,0.4719483554363251,0.6542994976043701,-0.0942732468247413,0.4313648343086242,0.6394931077957153,-0.1250071674585342,0.5496807098388672,0.5155998468399048,-0.0431925356388092,0.5141291618347168,0.4223931133747101,-0.0732117593288421,0.4925800561904907,0.3655938804149627,-0.0974959433078765,0.4764273762702942,0.3195090889930725,-0.1141676753759384,0.5905859470367432,0.4943265616893768,-0.0474157407879829,0.5690639615058899,0.3802481591701507,-0.0727484449744224,0.5545889139175415,0.3007208108901977,-0.0950661078095436,0.546636164188385,0.2334241867065429,-0.111340045928955,0.6351887583732605,0.4980558454990387,-0.0558990128338336,0.6259725689888,0.3879922926425934,-0.0798854455351829,0.6177331209182739,0.3165083527565002,-0.1002722978591919,0.612822949886322,0.255929946899414,-0.1136623844504356,0.6842770576477051,0.517865777015686,-0.0674871355295181,0.6990875601768494,0.4300511479377746,-0.0857418626546859,0.707667350769043,0.3728926181793213,-0.0950316786766052,0.7145108580589294,0.3207780420780182,-0.1009807139635086,HELLO
0.6337012648582458,0.7153058052062988,5.220847469900036e-07,0.5660402178764343,0.6907256841659546,-0.0209334082901477,0.5069401264190674,0.6361936330795288,-0.0359944142401218,0.4574393332004547,0.5987500548362732,-0.0511939451098442,0.4136709570884704,0.578270435333252,-0.0675844475626945,0.5497981905937195,0.4793767035007477,-0.0179215539246797,0.5110809206962585,0.3893570899963379,-0.0380325056612491,0.4872729182243347,0.3322350978851318,-0.0565571412444114,0.4689596593379974,0.2859732806682586,-0.0703005269169807,0.5928366184234619,0.4559639096260071,-0.0265006776899099,0.5712481737136841,0.3396956324577331,-0.0444216467440128,0.5581935048103333,0.2624143958091736,-0.0635232627391815,0.5473442077636719,0.2005925774574279,-0.0772634968161583,0.639603853225708,0.4569900631904602,-0.0387322902679443,0.630838930606842,0.3481133580207824,-0.06072848290205,0.6215807795524597,0.2763528227806091,-0.0812174007296562,0.6116611361503601,0.216422826051712,-0.0948863476514816,0.6873592734336853,0.4776314795017242,-0.0524346567690372,0.7047470808029175,0.3911317586898803,-0.0729295164346695,0.7155362367630005,0.3342481851577759,-0.0837982222437858,0.7231557369232178,0.283379852771759,-0.0905636698007583,HELLO
0.6394234299659729,0.720716655254364,4.0621389985062716e-07,0.5713052749633789,0.6923877000808716,-0.0210857018828392,0.5106555223464966,0.6370935440063477,-0.0360162332653999,0.4605838656425476,0.5993652939796448,-0.0515415631234645,0.4150262475013733,0.57826828956604,-0.0684971585869789,0.5486271977424622,0.4761656522750854,-0.0154297715052962,0.5083098411560059,0.3849918246269226,-0.0361769832670688,0.4840835034847259,0.3295802175998688,-0.0554482229053974,0.466867595911026,0.2814476788043976,-0.0702588930726051,0.5914991497993469,0.4534527659416199,-0.0251801367849111,0.5673134922981262,0.3387906849384308,-0.0431285873055458,0.5548129677772522,0.264902651309967,-0.062212161719799,0.5463904738426208,0.2034352123737335,-0.0768131986260414,0.6383993029594421,0.4569672644138336,-0.0392159298062324,0.6287522315979004,0.3482119143009186,-0.0610029958188533,0.6212155818939209,0.2793926000595093,-0.0793458372354507,0.6144246459007263,0.2189553678035736,-0.0923682525753974,0.6868153810501099,0.4799388349056244,-0.0552382618188858,0.7027766704559326,0.3930422067642212,-0.0748157426714897,0.7136472463607788,0.3355813324451446,-0.0841875299811363,0.7219188213348389,0.2820067405700683,-0.0908017754554748,HELLO
0.6537675261497498,0.7105244994163513,4.3914562297686643e-07,0.5797615051269531,0.6853593587875366,-0.0173129942268133,0.5128887891769409,0.6221022605895996,-0.0277894474565982,0.4604606330394745,0.5805583596229553,-0.0397045649588108,0.4128276705741882,0.5625286102294922,-0.0529421046376228,0.5509090423583984,0.4600300192832947,-0.0058333547785878,0.5110586285591125,0.3707103133201599,-0.0215948205441236,0.4882293045520782,0.3160921335220337,-0.0381841175258159,0.471125841140747,0.2685237526893616,-0.0518010035157203,0.5938630700111389,0.4348620474338531,-0.0166726447641849,0.5688639879226685,0.3173391222953796,-0.0302416644990444,0.5554926991462708,0.2433062195777893,-0.0477441027760505,0.5450276136398315,0.1836343109607696,-0.0615051500499248,0.6409278512001038,0.435228556394577,-0.0317781269550323,0.6288753151893616,0.3277257680892944,-0.0509971007704734,0.6195517778396606,0.2591232061386108,-0.0704851299524307,0.610550045967102,0.1986794769763946,-0.0847279652953147,0.6884382963180542,0.455452561378479,-0.0486025437712669,0.7054973244667053,0.370850920677185,-0.0670062750577926,0.7187885046005249,0.3142449855804443,-0.0775792971253395,0.7294025421142578,0.2610056102275848,-0.0854413732886314,HELLO
0.6570037007331848,0.7086201906204224,3.998310376118752e-07,0.5819697380065918,0.6843438148498535,-0.0166764240711927,0.5137732028961182,0.6217705011367798,-0.0255298614501953,0.460912674665451,0.5818312764167786,-0.0361665003001689,0.4128924012184143,0.5624997615814209,-0.0483355596661567,0.552074134349823,0.4574663043022156,-0.0021851111669093,0.5111433267593384,0.372647762298584,-0.0175848044455051,0.4874911904335022,0.3189080357551574,-0.0345133505761623,0.4703608453273773,0.2724839448928833,-0.0484981201589107,0.5949470400810242,0.4307745397090912,-0.0133149521425366,0.5683596134185791,0.315204381942749,-0.0259239636361598,0.5550736784934998,0.2428784817457199,-0.042539894580841,0.5452895164489746,0.1853104829788208,-0.0558453686535358,0.6416810154914856,0.430704116821289,-0.029102586209774,0.628283679485321,0.3226717114448547,-0.0483905784785747,0.6194352507591248,0.2566127479076385,-0.0661379024386406,0.610149621963501,0.1977129876613617,-0.0792035534977912,0.6882815361022949,0.4521982967853546,-0.046722374856472,0.7039863467216492,0.3677692711353302,-0.065116673707962,0.716516375541687,0.3125682473182678,-0.0742567554116249,0.7262306213378906,0.2610341310501098,-0.0812393277883529,HELLO
0.6604472994804382,0.7030290365219116,4.007159191132814e-07,0.5838540196418762,0.67918461561203,-0.016615716740489,0.5140966176986694,0.6161243915557861,-0.0254618972539901,0.4608142673969269,0.575323760509491,-0.0362220145761966,0.4124391078948974,0.5573714971542358,-0.04825359582901,0.5539135336875916,0.4468306303024292,0.0005231940303929,0.5136928558349609,0.3617958724498749,-0.013047189451754,0.4908491671085357,0.3093129694461822,-0.0290541760623455,0.474465936422348,0.2621689736843109,-0.0429011024534702,0.5976386666297913,0.419356495141983,-0.0107720093801617,0.5710209012031555,0.3061949014663696,-0.0214321222156286,0.5556854605674744,0.2359997183084488,-0.0373343043029308,0.543782114982605,0.1795142292976379,-0.0509015396237373,0.6443982720375061,0.418752521276474,-0.0269252117723226,0.6324124932289124,0.311593621969223,-0.0442555658519268,0.6224587559700012,0.2482154667377472,-0.0609584040939807,0.611863374710083,0.1918648779392242,-0.0740623846650123,0.6909035444259644,0.4391989111900329,-0.0452136844396591,0.7075569033622742,0.3548834323883056,-0.0626491904258728,0.7194818258285522,0.2989929914474487,-0.0722811594605445,0.7284849286079407,0.2461475282907486,-0.0800714492797851,HELLO
0.6610398888587952,0.7021242380142212,3.881980035203015e-07,0.5832886695861816,0.6798309087753296,-0.0178353656083345,0.5143442749977112,0.6167173385620117,-0.0272636916488409,0.4609888195991516,0.5756574273109436,-0.0383947305381298,0.4115397930145263,0.5584556460380554,-0.0510318353772163,0.5533841252326965,0.4469825327396393,-0.0017969198524951,0.5151252746582031,0.3601879477500915,-0.0160602703690528,0.492428719997406,0.3057494461536407,-0.0324990712106227,0.4761654734611511,0.2578135728836059,-0.0466511845588684,0.5970959067344666,0.4198751747608185,-0.0127291930839419,0.5696219205856323,0.30661541223526,-0.024067448452115,0.5541958808898926,0.235629066824913,-0.0401212014257907,0.5423495173454285,0.1777324676513672,-0.0537782050669193,0.6441494822502136,0.4192924797534942,-0.0285425148904323,0.6311871409416199,0.3114486038684845,-0.0466660261154174,0.6216636300086975,0.247059628367424,-0.0636437386274337,0.6114099025726318,0.1893900036811828,-0.0769133567810058,0.6907392144203186,0.4396320879459381,-0.0465374700725078,0.7052995562553406,0.3554491996765136,-0.0649744868278503,0.7172686457633972,0.3007503151893616,-0.074783906340599,0.7266210913658142,0.24967922270298,-0.0826427787542343,HELLO
0.6605858206748962,0.6936229467391968,4.238340807205532e-07,0.5868589878082275,0.6684266924858093,-0.0195263531059026,0.5170287489891052,0.6077487468719482,-0.0314821489155292,0.4611780643463135,0.5677319765090942,-0.0449019186198711,0.410315454006195,0.5526422262191772,-0.0595708303153514,0.5544124841690063,0.4405427873134613,-0.0053958487696945,0.5165420770645142,0.3543551862239837,-0.0217666123062372,0.4944764077663421,0.3014906644821167,-0.0392773821949958,0.4778860211372375,0.2543336153030395,-0.0540676563978195,0.5974507927894592,0.413459450006485,-0.015940386801958,0.5720593929290771,0.2997955679893493,-0.0297144278883934,0.5565536022186279,0.2301657497882843,-0.0467469543218612,0.5432605147361755,0.1728163659572601,-0.0608957819640636,0.6441982388496399,0.4125983715057373,-0.0313841104507446,0.6314376592636108,0.3059863448143005,-0.0512432120740413,0.6207690834999084,0.242900401353836,-0.0684706047177314,0.6090900301933289,0.1867485642433166,-0.0816557854413986,0.690973162651062,0.4327511191368103,-0.0490833446383476,0.7079998254776001,0.3496865630149841,-0.0676596537232399,0.7198556661605835,0.2936394214630127,-0.0776335000991821,0.7283027768135071,0.2409313172101974,-0.0857108384370803,HELLO
0.6602810025215149,0.6926540732383728,4.195982228338835e-07,0.5862365365028381,0.6688212156295776,-0.0206372682005167,0.5167223215103149,0.6080505847930908,-0.032838549464941,0.4599743187427521,0.5698160529136658,-0.0463020801544189,0.4091342985630035,0.5551341772079468,-0.0611787252128124,0.5534390211105347,0.4410624504089355,-0.0070313611067831,0.5161411762237549,0.355042040348053,-0.0244529675692319,0.4939671158790588,0.3008529543876648,-0.042808648198843,0.4776510298252105,0.2532484531402588,-0.0580380707979202,0.5962477922439575,0.4135578274726867,-0.0171494856476783,0.5704522132873535,0.3009156584739685,-0.0317049138247966,0.555076539516449,0.2305965274572372,-0.0492743551731109,0.5425125360488892,0.1722187995910644,-0.0636498853564262,0.6432449221611023,0.411901980638504,-0.0321798995137214,0.6304579973220825,0.3058629333972931,-0.0523510202765464,0.6204126477241516,0.2425014227628708,-0.0697401091456413,0.6096657514572144,0.1857731342315673,-0.0829297304153442,0.6907256841659546,0.4316920042037964,-0.0495649054646492,0.706515908241272,0.3486151397228241,-0.0680447295308113,0.7185563445091248,0.2933725714683532,-0.0775947943329811,0.7276281714439392,0.2419622987508773,-0.0852830410003662,HELLO
0.6646317839622498,0.6903578042984009,4.0948066271084826e-07,0.5890690088272095,0.666846752166748,-0.0170585978776216,0.5196751356124878,0.6053483486175537,-0.0266071446239948,0.4637579917907715,0.5661763548851013,-0.0382046364247798,0.4131869077682495,0.5522028207778931,-0.0510431714355945,0.5557249784469604,0.4368719458580017,0.0005015507340431,0.5153894424438477,0.351903349161148,-0.0135640399530529,0.4918280243873596,0.2990172207355499,-0.0297095831483602,0.4740975499153137,0.2532426714897156,-0.0434951558709144,0.5983683466911316,0.4096474051475525,-0.0108261238783597,0.5699121356010437,0.2968865633010864,-0.0221247747540473,0.553912878036499,0.2267461121082306,-0.0378086231648922,0.5411474108695984,0.1707746684551239,-0.0507331602275371,0.6457165479660034,0.408560186624527,-0.027165362611413,0.6298683881759644,0.3024103045463562,-0.0454456470906734,0.6185775995254517,0.2384348213672638,-0.0626391544938087,0.6069622039794922,0.1822319030761718,-0.075665682554245,0.69328773021698,0.4284303784370422,-0.045615080744028,0.7084797620773315,0.3453477919101715,-0.0636196210980415,0.720503568649292,0.290901780128479,-0.073317565023899,0.7303474545478821,0.2401503920555114,-0.0808929577469825,HELLO
